outlet,product_identifier,week_id,sell_price
111,74,49,2.94
111,74,50,2.94
111,74,51,2.94
111,74,52,2.94
111,74,53,2.94
111,74,54,2.94
111,74,55,2.94
111,74,56,2.94
111,74,57,2.94
111,74,58,2.94
111,74,59,2.94
111,74,60,2.94
111,74,61,2.94
111,74,62,2.94
111,74,63,2.94
111,74,64,2.94
111,74,65,2.94
111,74,66,2.94
111,74,67,2.94
111,74,68,2.94
111,74,69,2.94
111,74,70,2.94
111,74,71,2.94
111,74,72,2.94
111,74,73,2.94
111,74,74,2.94
111,74,75,2.94
111,74,76,2.94
111,74,77,2.94
111,74,78,2.94
111,74,79,2.94
111,74,80,2.94
111,74,81,2.94
111,74,82,2.94
111,74,83,2.94
111,74,84,2.94
111,74,85,2.94
111,74,86,2.94
111,74,87,2.94
111,74,88,2.94
111,74,89,2.94
111,74,90,2.94
111,74,91,2.94
111,74,92,3.43
111,74,93,3.43
111,74,94,3.43
111,74,95,3.43
111,74,96,3.43
111,74,97,3.43
111,74,98,3.43
111,74,99,3.43
111,74,100,3.43
111,74,101,3.43
111,74,102,3.43
111,74,103,3.43
111,74,104,3.43
111,74,105,3.43
111,74,106,3.43
111,74,107,3.43
111,74,108,3.43
111,74,109,3.43
111,74,110,3.43
111,74,111,3.43
111,74,112,3.43
111,74,113,3.43
111,74,114,3.43
111,74,115,3.43
111,74,116,3.43
111,74,117,3.43
111,74,118,3.43
111,74,119,3.43
111,74,120,3.43
111,74,121,3.43
111,74,122,3.43
111,74,123,3.43
111,74,124,3.43
111,74,125,3.43
111,74,126,3.43
111,74,127,3.43
111,74,128,3.43
111,74,129,3.43
111,74,130,3.43
111,74,131,3.43
111,74,132,3.43
111,74,133,3.43
111,74,134,3.43
111,74,135,3.43
111,74,136,3.43
111,74,137,3.43
111,74,138,3.43
111,74,139,3.43
111,74,140,3.43
111,74,141,3.43
111,74,142,3.43
111,74,143,3.43
111,74,144,3.43
111,74,145,3.43
111,74,146,3.43
111,74,147,3.43
111,74,148,3.43
111,74,149,3.43
111,74,150,3.43
111,74,151,3.43
111,74,152,3.43
111,74,153,3.43
111,74,154,3.43
111,74,155,3.43
111,74,156,3.43
111,74,157,3.43
111,74,158,3.43
111,74,159,3.43
111,74,160,3.43
111,74,161,3.43
111,74,162,3.43
111,74,163,3.43
111,74,164,3.43
111,74,165,3.43
111,74,166,3.43
111,337,49,7.44
111,337,50,7.44
111,337,51,7.44
111,337,52,7.44
111,337,53,7.44
111,337,54,7.44
111,337,55,7.44
111,337,56,7.44
111,337,57,7.44
111,337,58,7.44
111,337,59,7.44
111,337,60,7.44
111,337,61,7.44
111,337,62,7.44
111,337,63,7.44
111,337,64,7.44
111,337,65,7.44
111,337,66,7.78
111,337,67,7.78
111,337,68,7.78
111,337,69,7.78
111,337,70,7.78
111,337,71,7.78
111,337,72,7.78
111,337,73,7.78
111,337,74,7.78
111,337,75,7.78
111,337,76,7.78
111,337,77,7.78
111,337,78,7.78
111,337,79,7.78
111,337,80,7.78
111,337,81,7.78
111,337,82,7.78
111,337,83,7.78
111,337,84,7.78
111,337,85,7.78
111,337,86,7.78
111,337,87,7.78
111,337,88,7.78
111,337,89,6.98
111,337,90,6.98
111,337,91,6.98
111,337,92,6.98
111,337,93,6.98
111,337,94,6.98
111,337,95,6.98
111,337,96,6.98
111,337,97,6.98
111,337,98,6.98
111,337,99,6.98
111,337,100,6.98
111,337,101,6.98
111,337,102,6.98
111,337,103,6.98
111,337,104,6.98
111,337,105,6.98
111,337,106,7.78
111,337,107,7.78
111,337,108,7.78
111,337,109,7.78
111,337,110,7.78
111,337,111,7.78
111,337,112,7.78
111,337,113,7.78
111,337,114,7.78
111,337,115,7.78
111,337,116,7.78
111,337,117,7.78
111,337,118,7.78
111,337,119,7.78
111,337,120,7.78
111,337,121,7.78
111,337,122,7.78
111,337,123,7.78
111,337,124,7.78
111,337,125,7.78
111,337,126,7.78
111,337,127,7.78
111,337,128,7.78
111,337,129,7.78
111,337,130,7.78
111,337,131,7.78
111,337,132,7.78
111,337,133,7.78
111,337,134,7.78
111,337,135,7.78
111,337,136,7.78
111,337,137,7.78
111,337,138,7.78
111,337,139,7.78
111,337,140,7.78
111,337,141,7.78
111,337,142,7.78
111,337,143,7.78
111,337,144,7.78
111,337,145,7.78
111,337,146,7.78
111,337,147,7.78
111,337,148,7.78
111,337,149,7.78
111,337,150,7.78
111,337,151,7.78
111,337,152,7.78
111,337,153,7.78
111,337,154,7.78
111,337,155,7.78
111,337,156,7.78
111,337,157,7.78
111,337,158,7.78
111,337,159,7.78
111,337,160,7.78
111,337,161,7.78
111,337,162,7.78
111,337,163,7.78
111,337,164,7.78
111,337,165,7.78
111,337,166,7.78
111,423,49,0.97
111,423,50,0.97
111,423,51,0.97
111,423,52,0.97
111,423,53,0.97
111,423,54,0.97
111,423,55,0.97
111,423,56,0.97
111,423,57,0.97
111,423,58,0.97
111,423,59,0.97
111,423,60,0.97
111,423,61,0.97
111,423,62,0.97
111,423,63,0.97
111,423,64,0.97
111,423,65,0.97
111,423,66,0.97
111,423,67,0.97
111,423,68,0.97
111,423,69,0.97
111,423,70,0.97
111,423,71,0.97
111,423,72,0.97
111,423,73,0.97
111,423,74,0.97
111,423,75,0.97
111,423,76,0.97
111,423,77,0.97
111,423,78,0.97
111,423,79,0.97
111,423,80,0.97
111,423,81,0.97
111,423,82,0.97
111,423,83,0.97
111,423,84,0.97
111,423,85,0.97
111,423,86,0.97
111,423,87,0.97
111,423,88,0.97
